author,favorite_count,text,in_reply_to_screen_name,created_at,retweet_count,id_str,imagelink 
FrancesOGrady,41,I'm on the March of the Steel Makers in London today. #SaveOurSteel https://t.co/6D4IYH8XHo,,Wed May 25 11:19:43 +0000 2016,55,735430140361117696,https://pbs.twimg.com/ext_tw_video_thumb/735429943828578304/pu/img/8lod2uFXBbUEROml.jpg
peoplesvote_hq,13,Tonight in five words: Leave Campaign meet the facts #InOrOut,,Fri Jun 03 19:19:12 +0000 2016,12,738812294084370432,NA
leachvj,0,"@timfarron Not criticising, just curious, but how come you're not at the protest? Also I loved your appearance on #hignfy",timfarron,Sat Apr 16 17:43:11 +0000 2016,0,721393513926156289,NA
Nigel_Farage,4133,"I've done my bit and voted to Leave, I hope you will too. Together let's take back control of our country. #EUref https://t.co/OMK0OepGZz",,Thu Jun 23 09:54:45 +0000 2016,1992,745918005335437313,https://pbs.twimg.com/media/CloIdskXEAAcUTd.jpg
George_Osborne,41,It's time for Leave campaign to tell the British people the truth about the consequences of their damaging plans,,Wed Jun 01 08:48:07 +0000 2016,26,737928702886084608,NA
Nigel_Farage,797,"Immigration will be the defining issue of #EUref. We must Leave EU and control our borders. #bbcqt
https://t.co/i4BftZkax3",,Thu Jun 09 22:04:28 +0000 2016,470,741028212868849664,NA
Picklejim,1,@LeaveEUOfficial @australian According to you. Foreigners views should have no place in what is a purely British decision #TwoFaced.,LeaveEUOfficial,Sat May 28 11:12:27 +0000 2016,0,736515474750574592,NA
vote_leave,53,The only way to control migration is to #VoteLeave and create a fairer more humane points-based immigration system #InOrOut #TakeControl,,Thu Jun 02 19:03:29 +0000 2016,61,738445954785894400,NA
Nigel_Farage,280,It's #SuperThursday - if you want change get out there and #VoteUKIP. https://t.co/VaXTb6czJi,,Thu May 05 16:05:26 +0000 2016,146,728254285142753280,https://pbs.twimg.com/media/ChtHaFeXEAAA7ZU.jpg
SadiqKhan,151,"Very pleased to have the support of @BerringtonEmily, star of The Inbetweeners. I’ll be a Mayor for all Londoners.
https://t.co/SDeKlZc8Gm",,Sun May 01 12:08:55 +0000 2016,89,726745212714803200,NA
ErskineCGarden,4,"@NicolaSturgeon are you sure you're not in training for the @thekiltwalk ?? If not, you should really consider it 😀",NicolaSturgeon,Sat Apr 16 21:12:06 +0000 2016,0,721446088771813376,NA
peoplesvote_hq,53,Gordon Brown on how the EU provides MORE jobs and MORE opportunities in Britain: https://t.co/FQawugtf9k,,Thu Jun 16 10:07:11 +0000 2016,69,743384416857120768,https://pbs.twimg.com/media/ClEIKJvUsAALBmh.jpg
peoplesvote_hq,23,EU provided UK cancer research with £126m over 10yrs: funding we'd lose if we voted to leave https://t.co/FZLEnpNcwU https://t.co/NCJGaGIbSs,,Wed May 18 13:41:24 +0000 2016,56,732929078953713664,https://pbs.twimg.com/media/CivjDNQUoAAOPRf.jpg
peoplesvote_hq,49,"""If it were up to me, I'd privatise the NHS"" - you can't trust the Leave campaign with the NHS: https://t.co/eOuHh3T9y4",,Tue May 10 18:58:22 +0000 2016,160,730109745382723584,https://pbs.twimg.com/media/CiHe7L-XAAIyqCT.jpg
peoplesvote_hq,44,Never joining the Euro; keeping our veto; access to the Single Market &amp; trade - a great deal for Britain #C4Debate https://t.co/tGVTGDj8lX,,Wed Jun 22 21:15:43 +0000 2016,49,745726988204244993,https://pbs.twimg.com/media/Cbqdq3KW0AAWxII.jpg
peoplesvote_hq,13,"Any business that wants to trade with EU - whether we're in or out - needs to comply with Single Market regulations:
https://t.co/m5SpDg8yrs",,Tue May 17 18:14:42 +0000 2016,39,732635470564184064,NA
vote_leave,38,.@BorisJohnson points out head of 'IN' campaign has said that wages for the low paid will rise if we #VoteLeave #Marr,,Sun Jun 05 08:51:52 +0000 2016,49,739379198498836481,NA
LeaveEUOfficial,103,"Cameron asks the public to ""not roll the dice."" Who knows what the EU will look like in 30 years time? Staying in is the gamble! #InorOut",,Thu Jun 02 19:58:12 +0000 2016,99,738459724639789056,NA
PennyMordaunt,13,Thank you to everyone who braved the weather to attend the Jutland commemoration at the @RoyalNavy memorial Portsmouth today. Rain held off!,,Tue May 31 13:48:48 +0000 2016,10,737641982458273792,NA
timfarron,37,"Ahem! Ian Wright, Rovers 95 league winning 11 cost 14.5 million, the least expensive title winners ever. Stop re-writing history :-) #5live",,Sun May 08 17:44:05 +0000 2016,13,729366274929786886,NA
peoplesvote_hq,9,On @YouTube? Subscribe to Stronger In for all the reasons to vote remain on June 23rd: https://t.co/Uq0lE0kshP https://t.co/JhtXesSMjk,,Wed May 18 09:59:50 +0000 2016,16,732873319565905920,https://pbs.twimg.com/media/Chsa6xpXEAAl4tJ.jpg
NicolaSturgeon,3,"@DannyLawPhoto best of luck, Danny",DannyLawPhoto,Wed Jun 01 20:41:25 +0000 2016,3,738108210628988928,NA
LeaveEUOfficial,60,Ex-Bank of England Governor slams George Osborne’s 'simple minded' #Brexit cost claims https://t.co/phPj1XJDZq #LeaveEU,,Thu Apr 21 09:03:37 +0000 2016,106,723074702860771328,NA
peoplesvote_hq,85,"Professor Ngaire Woods at @UniofOxford explains trade deals, #Brexit and the Single Market in less than 2 mins:
https://t.co/tkyxe0bbKI",,Tue May 24 12:32:12 +0000 2016,90,735085992307134464,NA
DUPleader,28,A 'fresh' evening in Carrick. Blue skies though. Next stop Lisburn and then Fermanagh. #af4fm https://t.co/FMe8832RHO,,Mon Apr 25 18:56:41 +0000 2016,3,724673501853024260,https://pbs.twimg.com/media/Cg6Ort2WYAAPzGO.jpg
timfarron,137,Thankyou Sheila. Stunningly wise. I'll bust a gut tomorrow to make sure your heart is not broken on Friday. https://t.co/qUrSyItjDe,,Wed Jun 22 23:50:59 +0000 2016,86,745766061686030336,NA
timfarron,9,"@familycope @ElectoralCommUK Im sorry, I disagree with you. I want as many people to exercise their right to vote.",,Tue Jun 07 23:41:58 +0000 2016,2,740327973916643328,NA
LeaveEUOfficial,122,"3/3: #LeaveEU Co-Founder @TiceRichard: Obama doesn’t have authority to deny deal, he will be long gone before proposals are on the table",,Fri Apr 22 18:41:28 +0000 2016,105,723582508084899840,NA
RuthDavidsonMSP,220,Honoured to join with so many at Edinburgh's #OrlandoVigil - Love wins. Love always wins. Xxx https://t.co/dVl9mZSDGe,,Wed Jun 15 19:59:39 +0000 2016,65,743171128605040640,https://pbs.twimg.com/media/ClBGD6eWEAAcOsl.jpg
Thelynzyessex,3,It's Great to see @LeanneWood using local public transport even if the service is delayed!!! @ArrivaTW 👏🏻🙄🙈,,Sat May 21 17:07:50 +0000 2016,1,734068192646168581,NA
LeaveEUOfficial,91,'@Arron_banks on @LBC: EU immigration isn't just about GDP. We also have to take peoples' quality of life into consideration. #LeaveEU,,Mon Jun 20 16:29:38 +0000 2016,65,744930215189749761,NA
George_Osborne,40,"Brexit would be worst self-inflicted wound in history of G7, risk Black Friday, global recession, @LHSummers warns
https://t.co/tlzdZMokYJ",,Tue Jun 21 10:25:23 +0000 2016,27,745200939397750785,NA
LeaveEUOfficial,158,Strong showing by @Nigel_Farage opposite the formidable @afneil – but we have to know: when is he going to quiz Economists for Breakfast? 😂,,Fri Jun 10 19:06:53 +0000 2016,80,741345910270087168,NA
peoplesvote_hq,2,PM clear: people coming from inside the EU have to pay in before they get out #ITVEURef,,Tue Jun 07 20:38:49 +0000 2016,9,740281881636294657,NA
LeaveEUOfficial,25,The irony - Brian Monteith: Brexit likely to suit Jeremy Corbyn’s aspirations https://t.co/pTdCA8HzgM #InOrOut,,Mon Jun 20 17:26:01 +0000 2016,25,744944405199659010,NA
timfarron,1,@S1R1USme I hope my views on this issue are v well known.,S1R1USme,Thu Jun 16 21:42:11 +0000 2016,0,743559320151932928,NA
timfarron,3,@malone_cath @Change Cld you email me. Happy to raise.,malone_cath,Sun May 15 11:21:07 +0000 2016,1,731806611656822784,NA
LeaveEUOfficial,150,"'@LiamFoxMP ""Trade, work and travel between nations existed long before the EU and would continue because of mutual interest"" #BBCDebate",,Thu May 26 19:43:18 +0000 2016,159,735919257612083200,NA
JessyUrahara,0,"Thank you @NicolaSturgeon for answering my questions today, wanted to ask if we Remain in Europe would you fight to make it more democratic?",,Fri Jun 10 19:51:17 +0000 2016,0,741357085212958720,NA
vote_leave,98,We don't have to be in a political union to share intelligence with our European partners. It's in everyone's interest to cooperate #InOrOut,,Thu Jun 02 19:55:23 +0000 2016,74,738459016091860992,NA
peoplesvote_hq,33,"The UK can veto ANY new member from joining the EU - if we don't want Turkey to join, we can just say no. #bbcqt https://t.co/lglsaa3IZa",,Wed Jun 15 18:15:24 +0000 2016,80,743144893095215104,NA
vote_leave,67,"Our vision for the future of the UK: an independent, global nation which is in control of its own destiny #VoteLeave #ProjectHope #ITVEURef",,Thu Jun 09 21:11:44 +0000 2016,67,741014941793177600,NA
LeaveEUOfficial,2,@fishingforleave #Brexit  https://t.co/ROvLdqFdZE,fishingforleave,Fri May 27 14:22:40 +0000 2016,12,736200955830669312,NA
NicolaSturgeon,242,I hope this great piece of writing by @MarinaHyde - especially its last para - is read widely before #EUref  https://t.co/Ac51FeALAV,,Sat Jun 18 16:20:28 +0000 2016,275,744203135229517825,NA
peoplesvote_hq,61,Please RT - Being in the EU means we can better help the world’s poorest people: https://t.co/6lKH8IcDcA https://t.co/Iz8Mi3kksJ,,Sat May 28 15:26:51 +0000 2016,112,736579494694277120,https://pbs.twimg.com/media/CjjbIL6WYAACGct.jpg
peoplesvote_hq,6,Britain’s new deal with Europe gives us the best of both worlds #StrongerIn https://t.co/tGVTGDj8lX #ITVEURef,,Tue Jun 07 20:36:29 +0000 2016,25,740281294840598528,https://pbs.twimg.com/media/Cbqdq3KW0AAWxII.jpg
peoplesvote_hq,64,"Caroline Lucas making a strong, progressive case for Europe #BBCDebate",,Tue Jun 21 20:40:05 +0000 2016,32,745355630697975808,NA
vote_leave,222,The safer option is to #VoteLeave on Thursday https://t.co/MIMrH2I9Mn,,Mon Jun 20 20:19:02 +0000 2016,228,744987946810544128,https://pbs.twimg.com/media/Cla6lhQWYAAnm_y.jpg
LeaveEUOfficial,106,"WATCH: @JohnMannMP speaks about the immediate policy changes Labour can demand following a vote to #LeaveEU #EURef
https://t.co/BDGtVrh0zy",,Sun Jun 19 10:48:22 +0000 2016,128,744481944696610817,NA
peoplesvote_hq,6,"Mark Carney, Governor of the Bank of England, has made clear: leaving Europe could mean recession. #EURef #BBCDebate https://t.co/azKuJy108v",,Wed Jun 08 18:35:38 +0000 2016,14,740613269476507648,NA
FrancesOGrady,23,Audience already arriving for tonight's #BBCdebate -It's looking big! Watch at home from 8pm on BBC1 #EUreferendum https://t.co/QEGUpcdDjy,,Tue Jun 21 17:21:57 +0000 2016,25,745305772633034753,https://pbs.twimg.com/media/ClfbpbSWkAEMThp.jpg
SueJohnGWL,1,"@NicolaSturgeon @gwlkettle @culturecounts Thanks so much for the RT, hope all's well!",SueJohnGWL,Fri Apr 29 14:09:53 +0000 2016,0,726050879216967680,NA
timfarron,0,@SheRa_Simpson @timfarron @johnlee88  hopefully you've seen my tweet yesterday urging Labour et al to join me &amp; make the case.,SheRa_Marley,Tue May 10 21:48:16 +0000 2016,0,730152501052375040,NA
RuthDavidsonMSP,24,Straying perilously close to national treasure territory.... https://t.co/GFXdgFF3NQ,,Wed May 25 20:19:14 +0000 2016,1,735565914511441921,NA
David_Cameron,333,"A powerful intervention by @sarahwollaston, an MP and Dr who will no longer vote Leave because she thinks it will damage the economy &amp; NHS.",,Wed Jun 08 21:29:06 +0000 2016,266,740656927462596609,NA
George_Osborne,143,"Glad to be joining @Peston for first ever @pestononsunday this weekend. Hear he's even had a special haircut, something I'm all in favour of",,Thu May 05 13:04:23 +0000 2016,66,728208721378222080,NA
vote_leave,98,"Which NHS will you vote for today? #VoteLeave #TakeControl
https://t.co/7zvXSZzVwG",,Thu Jun 23 12:19:38 +0000 2016,85,745954464381603840,NA
timfarron,76,.@Kirsty_Williams is one of the most effective &amp; brilliant politicians I know. I have absolute confidence she's about to have a big impact,,Thu May 19 16:28:25 +0000 2016,49,733333497931300868,NA
vote_leave,117,Damning verdict on @George_Osborne's dodgy claims from @BBCRealityCheck: “It's not true” – https://t.co/tjF1C0wyyG – please RT!,,Mon Apr 18 15:11:31 +0000 2016,289,722080123789385729,NA
alex_gardner94,0,@LeaveEUOfficial @RogerBootle wouldn't we still have to meet all these regulations if we wanted to sell our products in the EU ?,LeaveEUOfficial,Mon Apr 18 17:55:22 +0000 2016,0,722121358767964160,NA
peoplesvote_hq,24,"#Brexit could mean air quality would be at risk, say Commons Environmental Audit committee https://t.co/mCxRoljn1n https://t.co/qPo275tNyL",,Tue Apr 19 17:30:31 +0000 2016,44,722477492775350276,https://pbs.twimg.com/media/CgbBc28XEAAMTxJ.jpg
DUPleader,1,@AIMWoundedKnee it's the press I'm talking about doh!,AIMWoundedKnee,Thu May 05 12:47:37 +0000 2016,0,728204504836018176,NA
LeaveEUOfficial,310,Something for the kidz #LeaveEU https://t.co/qnq4SMZ2XD,,Wed May 25 18:00:13 +0000 2016,376,735530927191953408,https://pbs.twimg.com/ext_tw_video_thumb/735529641079934977/pu/img/yPYSH2td5v3RabYD.jpg
timfarron,0,@tallgeekychap thxs,tallgeekychap,Thu Jun 09 09:23:02 +0000 2016,0,740836594928738304,NA
gunnarmenzel,0,@vote_leave lol sending me a leave leaflet when I am not allowed to vote...@eureferendum https://t.co/Zb5WTIj5Rg,vote_leave,Sat Jun 04 14:17:11 +0000 2016,0,739098678611324928,https://pbs.twimg.com/media/CkHOSPpXEAA7eHO.jpg
peoplesvote_hq,14,We face YEARS of economic uncertainty if we leave Europe: How would your family finances cope? https://t.co/K3HrNG7sVU,,Thu May 19 17:47:44 +0000 2016,30,733353458116534272,https://pbs.twimg.com/media/Ci1lE0uUUAAPVdE.jpg
LeaveEUOfficial,128,'@JuliaHB1: What Boris is saying is the plain truth. The risky option is to remain in the EU. #Marr,,Sun May 15 08:06:41 +0000 2016,126,731757682097590272,NA
peoplesvote_hq,41,The deadline to register your vote for the referendum is in THREE DAYS. Don't miss out: https://t.co/K4E99rcUUb https://t.co/CrGLYTeRYl,,Sat Jun 04 21:04:37 +0000 2016,103,739201211333775360,https://pbs.twimg.com/media/CkIrlCQWkAA5h7C.jpg
vote_leave,90,.@darrengrimes_ wants to #TakeControl to protect the future of generations to come @BeLeaveBritain https://t.co/9IwATzrGQr,,Sat Apr 16 11:04:58 +0000 2016,89,721293301572378624,https://pbs.twimg.com/media/CgKMb22WsAA6WLL.png
vote_leave,74,"Tonight the people of Britain showed that they, like Michael Gove, believe in this country #ProjectHope #InOrOut",,Fri Jun 03 20:13:38 +0000 2016,40,738825995252314112,NA
FrancesOGrady,34,Remembering the life of our friend and ally Jo Cox. and her commitment that we have #MoreInCommon than divides us https://t.co/YETibQhjVG,,Wed Jun 22 15:11:49 +0000 2016,34,745635409145757696,NA
LeaveEUOfficial,18,Hear hear @Arron_banks https://t.co/lBnmdsBfhg,,Sat Jun 04 09:52:19 +0000 2016,15,739032023222878208,NA
LiamFox,23,Speaking to our wonderful hardworking volunteers #VoteLeave #TakeControl #EUref #EUreferendum #Brexit https://t.co/aUzNrbcWfF,,Wed Jun 22 13:34:27 +0000 2016,21,745610908014084096,https://pbs.twimg.com/media/CljxKhDWIAEhfoP.jpg
vote_leave,47,EU law prevented us from deporting these 50 dangerous criminals. Renegotiation has done nothing to address this https://t.co/D2b2Al2myJ,,Tue Jun 07 20:54:24 +0000 2016,82,740285804841476096,NA
LeaveEUOfficial,124,'@Arron_banks on @LBC: London is the no1 financial centre in the world. To suggest we can't stand on our own two feet is pure scaremongering,,Mon Jun 20 16:24:50 +0000 2016,104,744929007557353473,NA
LeaveEUOfficial,161,Farage won over undecideds in EU referendum debate https://t.co/XlapRgYyzb https://t.co/7pjDNRVyaB,,Wed Jun 08 09:17:35 +0000 2016,150,740472832002560000,https://pbs.twimg.com/media/CkawHYsWEAASors.jpg
vote_leave,593,We were told we wouldn't pay it. But we did. #VoteLeave https://t.co/T8txhv4kpu,,Mon Jun 06 13:12:49 +0000 2016,968,739807255823036416,https://pbs.twimg.com/media/CkRSxtoXAAAw-7t.jpg
peoplesvote_hq,70,"The EU fights for equal pay for women, and ensures equal pay for equal work. Women are #Strongerin https://t.co/sI5BtO0FDP #BBCDebate",,Tue Jun 21 20:37:40 +0000 2016,92,745355024121868288,https://pbs.twimg.com/media/CdCiabpWwAA3H4l.jpg
timfarron,17,@StraightBat1 yes,,Wed May 18 14:36:49 +0000 2016,1,732943026667020288,NA
LiamFox,63,"There is no reformed EU to #remain in, just ever closer union. The Remain case is built on a lie #BBCDebate #VoteLeave #EUref #Brexit",,Tue Jun 21 19:43:15 +0000 2016,69,745341330960883712,NA
vote_leave,172,.@BorisJohnson explains how our current immigration system discriminates against non-EU skilled labour #TakeControl https://t.co/8YMr2UCFCM,,Mon Jun 13 17:39:29 +0000 2016,182,742411079301660672,https://pbs.twimg.com/ext_tw_video_thumb/742411019671199744/pu/img/8pUepU9dc9WESoVk.jpg
jk_rowling,86,"@RuthDavidsonMSP Congrats, Ruth!",RuthDavidsonMSP,Mon May 23 08:24:33 +0000 2016,11,734661283350519808,NA
SadiqKhan,776,Great night at City Hall - ensuring all Londoners have access to our arts &amp; creative industries is a key priority. https://t.co/IozyOjwHUS,,Wed May 18 19:57:52 +0000 2016,268,733023820982980609,https://pbs.twimg.com/media/Ciw5PK9WkAEMaIf.jpg
peoplesvote_hq,9,"Free trade for UK business, more UK jobs &amp; lower prices – the best of Europe &amp; a great deal for Britain https://t.co/tGVTGDj8lX #ITVEURef",,Thu Jun 09 20:41:43 +0000 2016,19,741007389592322048,https://pbs.twimg.com/media/Cbqdq3KW0AAWxII.jpg
LeaveEUOfficial,277,"Vote Leave on 23 June to ease the burden on schools, hospitals and public transport. https://t.co/tuKbI0V0Ph",,Sat May 28 06:00:28 +0000 2016,325,736436960118595584,https://pbs.twimg.com/media/CjhZg1MXIAA_Uwu.jpg
vote_leave,42,WATCH LIVE Michael Gove's speech on why we should #TakeControl on 23 June.  https://t.co/LadDyOyqcW https://t.co/hp9lPbQ4D7,,Tue Apr 19 09:51:12 +0000 2016,67,722361899627778048,https://pbs.twimg.com/media/CgZYUe8W4AAf8sh.png
LeaveEUOfficial,156,Cake firm boss leads legion of businesses calling for country to leave the EU. https://t.co/IumrWV3jJ2,,Sun Jun 19 12:00:22 +0000 2016,157,744500066317115393,NA
vote_leave,212,"If we vote to stay in, it is estimated that 5.3m more EU migrants will move to UK by 2030. How will our NHS cope? https://t.co/xzUZJgvR7y",,Sun May 22 17:57:10 +0000 2016,348,734442999363579910,https://pbs.twimg.com/media/CjFEBCoWUAMwAet.jpg
Nigel_Farage,354,Clear here people want to Leave EU and take back control. Leave boards going up! #BrexitBusTour https://t.co/iYMbRuEYue,,Wed May 25 10:09:38 +0000 2016,213,735412502142562304,https://pbs.twimg.com/media/CjS1wuHXAAA-xSH.jpg
peoplesvote_hq,46,Hear direct from NHS workers why THEY say our NHS is better off if we vote remain. https://t.co/2RJSOAQP57 #bbcqt,,Sun Jun 19 18:08:27 +0000 2016,67,744592695914545152,NA
vote_leave,31,It is in the interests of the EU to trade freely with the UK after we #VoteLeave. Even the pro-EU CBI admits that this will happen #bbcqt,,Wed Jun 15 18:06:00 +0000 2016,38,743142529386876928,NA
andrealeadsom,39,"The fab @SuellaFernandes on how EU regs hold back new schools, and options for Education if we Leave. https://t.co/ceCVDvEWTL",,Tue Jun 21 16:49:56 +0000 2016,42,745297714267693057,NA
George_Osborne,54,"Conservatives make progress when we deliver as a team: more jobs, lower taxes, a national living wage and the promised EU referendum",,Fri May 06 08:55:42 +0000 2016,22,728508524939124736,NA
SadiqKhan,27,Deadline to register is tomorrow!Don't miss out because you're not registered to vote: https://t.co/oFe4DCxyca https://t.co/vsgVBVWSol,,Sun Apr 17 08:57:01 +0000 2016,78,721623490022019072,https://pbs.twimg.com/media/CgO4u_kXIAAVVyx.jpg
peoplesvote_hq,100,What has the EU ever done for us? How about these: dozens of uplifting reasons to vote REMAIN. https://t.co/dHyUQpE0RU #BBCDebate,,Tue Jun 21 20:44:07 +0000 2016,150,745356648559050752,NA
LeaveEUOfficial,41,"'@Nigel_Farage ""We have to make people understand that this is about taking back control of our borders, our laws and our country""",,Fri Apr 29 09:58:17 +0000 2016,45,725987560711938048,NA
vote_leave,111,Tweet out your reasons for voting leave with the hashtag #IVotedLeave! #VoteLeave #ProjectHope #IndependenceDay,,Thu Jun 23 18:48:23 +0000 2016,80,746052297239728129,NA
David_Cameron,125,"The extended voter registration deadline is midnight tonight.

This #EUref is about your future - so don't miss out: https://t.co/vdRSW8NN4m",,Thu Jun 09 12:11:08 +0000 2016,162,740878896195866624,NA
LeaveEUOfficial,104,Former Defence Minister @LiamFoxMP says UK 'a sitting duck' if it stays in EU https://t.co/8HytW2GSHj,,Thu May 19 12:16:13 +0000 2016,147,733270029521846272,NA
LeaveEUOfficial,237,President of Catalonia blasts “infantile” In campaign for treating voters like “underage minors”. #Brexit https://t.co/kwLWlH64hF,,Wed May 18 12:20:04 +0000 2016,292,732908612142632960,https://pbs.twimg.com/media/CivQfdUWsAAgAmg.jpg
LeaveEUOfficial,94,Chris Grayling: It will cost EU jobs if they decide to impose restrictions on access to the UK market. It's in nobody's interests to do it.,,Thu Jun 09 22:14:01 +0000 2016,64,741030616469110786,NA
SadiqKhan,283,It’s cheaper to live in a 4* luxury hotel in most of Europe than rent in London. I’ll fix the housing crisis. https://t.co/esI7zowJrK,,Thu Apr 28 08:33:19 +0000 2016,416,725603792268435456,https://pbs.twimg.com/media/ChHct2DWgAALo2d.jpg
BorisJohnson,189,And remember the 364 economists inc 2 Nobel prize winners who attacked Mrs T in 1981 #VoteLeave #InOrOut,,Fri Jun 03 19:27:45 +0000 2016,136,738814446064259072,NA
George_Osborne,25,Answering questions from a great audience at #WorldJewishRelief dinner to help raise money for the important work @WJRelief do around world,,Mon Jun 06 19:03:43 +0000 2016,20,739895562078674945,NA
LeaveEUOfficial,93,"Dan Hannan is up @SpectatorEvents announcing the worst argument for staying in the EU. He heard it from Ed Balls: ""Stay &amp; Reform"" #brilliant",,Tue Jun 14 18:29:54 +0000 2016,67,742786157088493568,NA
RuthDavidsonMSP,20,So... @MBendoris asked to interview each leader while doing an activity. I went in for a bit of Strictly.... https://t.co/QmoCRO9P8L,,Wed May 04 05:59:09 +0000 2016,13,727739319025344514,NA
Nigel_Farage,351,"Out campaigning with our UKIP London Mayoral candidate @prwhittle in Bromley. Lovely weather, terrific reaction. https://t.co/jcOQN3GqcZ",,Tue Apr 19 14:21:23 +0000 2016,187,722429894974709760,https://pbs.twimg.com/media/CgaWIjAW8AI7onR.jpg
vote_leave,119,"It's just 12 days until we have the chance to #VoteLeave. If you can help leaflet or put up a poster, let us know: https://t.co/cOt2S884Iw",,Fri Jun 10 22:55:34 +0000 2016,133,741403462752178177,NA
peoplesvote_hq,28,ALL these independent economic experts say Britain is stronger in Europe. https://t.co/o9PcwO0yQw https://t.co/RzztV6MGJa,,Fri May 13 08:49:24 +0000 2016,58,731043658229809154,https://pbs.twimg.com/media/ChnfqhMXIAEa_TG.jpg
vote_leave,60,V important results in today's BCC survey - shows majority of businesses who only trade in UK will #VoteLeave https://t.co/GcoIQ8Css8,,Tue May 10 14:16:04 +0000 2016,88,730038702576119812,NA
DavidDavisMP,7,(2/5) I also travelled because of my increasing concern over the failure of Western foreign and security policy in the region.,,Wed Apr 27 10:58:51 +0000 2016,4,725278028809510912,NA
andrealeadsom,5,I added a video to a @YouTube playlist https://t.co/NnmEmT1Zdj Mythbusting Remain's Holiday Fearmongering | Andrea Leadsom MP | 26th,,Thu May 26 16:58:42 +0000 2016,8,735877834003120128,NA
timfarron,0,@cllrdarrenfower it's not playing on my phone. Will try again later.,Darren_Fower,Sun May 08 11:32:27 +0000 2016,0,729272748606894080,NA
SadiqKhan,202,Take two mins today to ensure your friends &amp; neighbours are registered to vote in the #EUref https://t.co/oFe4DCxyca https://t.co/ivAplgUdHV,,Sun Jun 05 15:17:34 +0000 2016,249,739476263438553089,https://pbs.twimg.com/tweet_video_thumb/CkL1I-LWYAAx5Cs.jpg
NicolaSturgeon,87,And here's the wonderful Gorbals community choir - what a wonderful way to end the campaign.  https://t.co/JoDGV4R0vS,,Wed May 04 20:04:58 +0000 2016,55,727952176140652545,NA
peoplesvote_hq,66,"The benefits of being in Europe: for every £1 spent, we get almost £10 back through increased trade &amp; low prices. https://t.co/ECN9CRYVy5",,Thu May 05 09:53:52 +0000 2016,117,728160776591052801,https://pbs.twimg.com/media/ChryNk2WMAA40HY.jpg
IainMcGill,4,"@Douglas4Moray @BrianWhittle Coldplay?!? Seriously, you're both dead to me... I expected better...",Douglas4Moray,Tue Jun 07 17:24:59 +0000 2016,0,740233102853873665,NA
MarkPhilTaylor,0,@bbcmtd @maryrhodestv @GiselaStuart @lorddj @BillDudleyNorth @TristramHuntMP @HBaldwinMP @JasonWouhra I really enjoyed it (questioner no4).,bbcmtd,Sun Jun 12 19:49:37 +0000 2016,0,742081439714430976,NA
LeaveEUOfficial,56,"The year is 2026… and Britain bitterly regrets voting for Remain 
https://t.co/GNEH6OCDsv",,Tue Jun 14 16:00:57 +0000 2016,53,742748672207814657,NA
peoplesvote_hq,75,"Canadian PM @JustinTrudeau is clear: Britain's influence in the world is amplified by being in the EU
https://t.co/esxrKotDZ4",,Fri May 20 10:11:44 +0000 2016,119,733601090227200000,NA
andrealeadsom,60,"VIDEO: 7 years ago, David Cameron said the UK needs to be independent from the EU https://t.co/M7mi7AIn1D via @European Press Agency",,Mon Jun 20 07:47:44 +0000 2016,93,744798878310948864,NA
peoplesvote_hq,44,"Missed any of the #BBCDebate? Watch this clip – tells you all you need to know about the Leave Campaign’s argument.
https://t.co/cQZiQvjQxZ",,Thu May 26 19:51:45 +0000 2016,91,735921383528529920,NA
vote_leave,139,.@wdjstraw just admitted live on #r4today that 'we will be worse off if we stay in the EU',,Mon Jun 06 07:43:57 +0000 2016,226,739724492931497985,NA
peoplesvote_hq,58,.@HarrietHarman gave a crucial speech today on why women's rights are better off IN Europe: https://t.co/tOpJ8buZci https://t.co/u0QZrb3l0x,,Fri May 13 19:14:26 +0000 2016,87,731200950485065729,https://pbs.twimg.com/media/CiW_X6EWgAAjsLb.jpg
vote_leave,90,Why does the PM continue to do Britain down? It's different from what he used to say just a few months ago #ITVEURef https://t.co/xWmp0KPSoT,,Tue Jun 07 20:32:28 +0000 2016,130,740280287033167873,https://pbs.twimg.com/ext_tw_video_thumb/740280263419269120/pu/img/b9FI5IrwRwC4fmSJ.jpg
vote_leave,83,David Cameron wants Turkey to join the EU. The Turks say so themselves #bbcdebate https://t.co/tYFy5KR46w,,Tue Jun 21 20:38:02 +0000 2016,126,745355114815365120,NA
peoplesvote_hq,81,"WATCH &amp; RT: Former FM of Scotland @AlexSalmond on why workers rights protected by the EU are under threat. #EUDebate
https://t.co/hO9zSBe4jv",,Tue Jun 14 21:08:55 +0000 2016,145,742826175500689408,NA
vote_leave,67,We don't have to be part of a political union to cooperate with Europe. That's why we have a 'special relationship' with the US #bbcdebate,,Tue Jun 21 20:42:04 +0000 2016,66,745356131124510722,NA
FrancesOGrady,1,@Ian_Albert thanks Ian!,Ian_Albert,Tue Jun 21 07:23:35 +0000 2016,0,745155187262709760,NA
vote_leave,72,Why should we shackle ourselves to an undemocratic political union with countries not experiencing economic growth? #Peston #VoteLeave,,Sun Jun 05 09:10:56 +0000 2016,69,739383994370936832,NA
LeanneWood,153,"Beautiful. Da iawn #Cymru.
#Wales win. Wonderful. So happy! Diolch bois. You have done our country proud.
#WALvSLO #EURO2016",,Sat Jun 11 17:57:40 +0000 2016,86,741690882034802688,NA
